Label	Subject	Verbs	Object
villain:preacher	Villain	spread_lies_about, rebel_against, fight_against, curse, are_cursed_by, are_exorcized_by, are_defrocked_by, are_excommunicated_by	Preacher
villain:religious leader	Villain	spread_lies_about, rebel_against, fight_against, curse, are_cursed_by, are_exorcized_by, are_defrocked_by, are_excommunicated_by	Religious Leader
demon:hunter	Demon	are_tracked_by, are_lured_by, are_hunted_by, are_exorcized_by, are_defeated_by, are_destroyed_by, are_killed_by	Hunter
demon:demonologist	Demon	are_exorcized_by, are_tracked_by, are_hunted_by, are_lured_by, are_banished_by, haunt	Demonologist
demon:vampire slayer	Demon	are_exorcized_by, are_tracked_by, are_hunted_by, are_lured_by, are_banished_by, haunt, are_killed_by	Vampire Slayer
demon:hero	Demon	are_exorcized_by, are_tracked_by, are_hunted_by, are_lured_by, are_banished_by, haunt, are_killed_by	Hero
devil:hunter	Devil	are_exorcized_by, are_tracked_by, are_hunted_by, are_lured_by, are_banished_by, haunt, are_killed_by	Hunter
devil:demonologist	Devil	are_exorcized_by, are_tracked_by, are_hunted_by, are_lured_by, are_banished_by, haunt, are_killed_by	Demonologist
devil:vampire slayer	Devil	are_exorcized_by, are_tracked_by, are_hunted_by, are_lured_by, are_banished_by, haunt, are_killed_by	Vampire Slayer
devil:hero	Devil	are_exorcized_by, are_tracked_by, are_hunted_by, are_lured_by, are_banished_by, haunt, are_killed_by	Hero
villain:hunter	Villain	are_exorcized_by, are_tracked_by, are_hunted_by, are_lured_by, are_banished_by, haunt, are_killed_by	Hunter
villain:demonologist	Villain	are_exorcized_by, are_tracked_by, are_hunted_by, are_lured_by, are_banished_by, haunt, are_killed_by	Demonologist
villain:vampire slayer	Villain	are_exorcized_by, are_tracked_by, are_hunted_by, are_lured_by, are_banished_by, haunt, are_killed_by	Vampire Slayer
spy:norse god	Spy	spy_on, lie_to, deceive, trick, fool	Norse God
spy:god	Spy	spy_on, lie_to, deceive, trick, fool	God
spy:frost giant	Spy	spy_on, lie_to, deceive, manipulate	Frost Giant
bureaucrat:norse god	Bureaucrat	lose_faith_in, are_cursed_by, stand_up_to, hinder	Norse God
bureaucrat:god	Bureaucrat	lose_faith_in, are_cursed_by, stand_up_to, hinder	God
bureaucrat:frost giant	Bureaucrat	lose_faith_in, are_cursed_by, stand_up_to, hinder	Frost Giant
bureaucrat:villain	Bureaucrat	lose_faith_in, are_cursed_by, stand_up_to, hinder	Villain
secret agent:norse god	Secret Agent	spy_on, lie_to, deceive, trick, fool	Norse God
secret agent:god	Secret Agent	spy_on, lie_to, deceive, trick, fool	God
secret agent:frost giant	Secret Agent	spy_on, lie_to, deceive, trick, fool	Frost Giant
comedian:businessman	Comedian	laugh_at, joke_about, borrow_from, are_sued_by	Businessman
comedian:billionaire	Comedian	laugh_at, joke_about, borrow_from, are_sued_by	Billionaire
comedian:developer	Comedian	laugh_at, joke_about, borrow_from, are_sued_by	Developer
actor:developer	Actor	criticize, impersonate, borrow_from	Developer
lothario:businessman	Lothario	borrow_from, owe_to	Businessman
lothario:billionaire	Lothario	borrow_from, owe_to	Billionaire
lothario:developer	Lothario	borrow_from, owe_to	Developer
comedian:pundit	Comedian	are_interviewed_by, are_questioned_by, answer_questions_from, chat_with, are_informed_by	Pundit
comedian:interviewer	Comedian	are_interviewed_by, are_questioned_by, answer_questions_from, chat_with, are_informed_by	Interviewer
actor:tv host	Actor	are_interviewed_by, are_questioned_by, answer_questions_from, chat_with, are_informed_by	TV Host
actor:interviewer	Actor	are_interviewed_by, are_questioned_by, answer_questions_from, chat_with, are_informed_by	Interviewer
lothario:pundit	Lothario	are_interviewed_by, are_questioned_by, answer_questions_from, chat_with, are_informed_by	Pundit
lothario:tv host	Lothario	are_interviewed_by, are_questioned_by, answer_questions_from, chat_with, are_informed_by	TV Host
lothario:interviewer	Lothario	are_interviewed_by, are_questioned_by, answer_questions_from, chat_with, are_informed_by	Interviewer
reporter:pundit	Reporter	interview, cross_examine, question, write_about	Pundit
reporter:tv host	Reporter	interview, cross_examine, question, write_about	TV Host
reporter:interviewer	Reporter	chat_with, debate_with, answer_questions_from, write_about, are_interviewed_by	Interviewer
journalist:pundit	Journalist	chat_with, debate_with, answer_questions_from, write_about, are_interviewed_by, disagree_with	Pundit
journalist:tv host	Journalist	chat_with, debate_with, answer_questions_from, write_about, are_interviewed_by	TV Host
journalist:interviewer	Journalist	chat_with, debate_with, answer_questions_from, write_about, are_interviewed_by	Interviewer
presenter:pundit	Presenter	chat_with, debate_with, answer_questions_from, write_about, are_interviewed_by, disagree_with	Pundit
reporter:mayor	Reporter	write_about, question, interview, probe, investigate	Mayor
reporter:political leader	Reporter	write_about, question, interview, probe, investigate	Political Leader
journalist:mayor	Journalist	write_about, question, interview, probe, investigate	Mayor
journalist:political leader	Journalist	write_about, question, interview, probe, investigate	Political Leader
presenter:mayor	Presenter	interview, cross_examine, question, campaign_against	Mayor
presenter:political leader	Presenter	interview, cross_examine, question, campaign_against	Political Leader
interviewer:mayor	Interviewer	interview, cross_examine, question, campaign_against	Mayor
interviewer:political leader	Interviewer	interview, cross_examine, question, campaign_against	Political Leader
reporter:comedian	Reporter	interview,  question, are_satirized_by	Comedian
reporter:actor	Reporter	write_about, question, interview, probe, investigate	Actor
reporter:lothario	Reporter	write_about, question, interview, probe, investigate	Lothario
journalist:comedian	Journalist	interview,  question, are_satirized_by	Comedian
journalist:actor	Journalist	write_about, question, interview, probe, investigate	Actor
journalist:lothario	Journalist	write_about, question, interview, probe, investigate	Lothario
presenter:comedian	Presenter	interview,  question, are_satirized_by, chat_with	Comedian
presenter:actor	Presenter	interview,  question, chat_with	Actor
presenter:lothario	Presenter	interview,  question, chat_with	Lothario
interviewer:comedian	Interviewer	interview,  question, are_satirized_by, chat_with	Comedian
interviewer:actor	Interviewer	interview,  question, chat_with	Actor
interviewer:lothario	Interviewer	interview,  question, chat_with	Lothario
mayor:reporter	Mayor	are_interviewed_by, are_questioned_by, answer_questions_from, are_probed_by, are_investigated_by	Reporter
mayor:journalist	Mayor	are_interviewed_by, are_questioned_by, answer_questions_from, are_probed_by, are_investigated_by	Journalist
mayor:presenter	Mayor	are_interviewed_by, are_questioned_by, answer_questions_from	Presenter
mayor:interviewer	Mayor	are_interviewed_by, are_questioned_by, answer_questions_from	Interviewer
political leader:reporter	Political Leader	are_interviewed_by, are_questioned_by, answer_questions_from, are_probed_by, are_investigated_by	Reporter
political leader:journalist	Political Leader	are_interviewed_by, are_questioned_by, answer_questions_from, are_probed_by, are_investigated_by	Journalist
political leader:presenter	Political Leader	are_interviewed_by, are_questioned_by, answer_questions_from	Presenter
political leader:interviewer	Political Leader	are_interviewed_by, are_questioned_by, answer_questions_from	Interviewer
debtor:clerk	Debtor	appeal_to, owe_to, seek_sympathy_from	Clerk
debtor:moneylender	Debtor	owe, owe_to, borrow_from, are_ruined_by	Moneylender
bankrupt:clerk	Bankrupt	appeal_to, owe_to, seek_sympathy_from	Clerk
bankrupt:moneylender	Bankrupt	owe, owe_to, repay, borrow_from, beg, appeal_to, are_ruined_by	Moneylender
clerk:debtor	Clerk	condescend_to, are_begged_by, sympathize_with	Debtor
clerk:bankrupt	Clerk	condescend_to, are_begged_by, sympathize_with	Bankrupt
moneylender:debtor	Moneylender	are_owed_by, are_repaid_by, are_begged_by, finance, fund, lend_to	Debtor
moneylender:bankrupt	Moneylender	are_owed_by, are_repaid_by, are_begged_by, finance, fund	Bankrupt
clerk:miser	Clerk	beg, seek_sympathy_from, are_underpaid_by, are_overworked_by, are_underappreciated_by	Miser
clerk:businessman	Clerk	beg, seek_sympathy_from, are_underpaid_by, are_overworked_by, are_underappreciated_by	Businessman
clerk:grump	Clerk	beg, seek_sympathy_from, are_underpaid_by, are_overworked_by, are_underappreciated_by	Grump
father:miser	Father	beg, seek_sympathy_from, are_underpaid_by, are_overworked_by, are_underappreciated_by	Miser
father:grump	Father	beg, seek_sympathy_from, are_underpaid_by, are_overworked_by, are_underappreciated_by	Grump
mistress:politician	Mistress	sleep_with, seduce, flirt_with, are_seduced_by	Politician
mistress:first lady	Mistress	humiliate, embarrass, spread_lies_about, disrespect	First Lady
intern:politician	Intern	humiliate, embarrass, spread_lies_about, disrespect	Politician
intern:first lady	Intern	humiliate, embarrass, spread_lies_about, disrespect	First Lady
scientist:general	Scientist	report_to, experiment_on, are_funded_by, are_financed_by, invent_for, create_for, fail_to_deliver_for ,fail_to_impress	General
scientist:military leader	Scientist	report_to, experiment_on, are_funded_by, are_financed_by, invent_for, create_for, fail_to_deliver_for ,fail_to_impress	Military Leader
scientist:soldier	Scientist	report_to, experiment_on	Soldier
political leader:military leader	Political Leader	appoint, dismiss, summon, are_overthrown_by, are_deposed_by	Military Leader
political leader:soldier	Political Leader	appoint, dismiss, summon, are_overthrown_by, are_deposed_by	Soldier
hero:businessman	Hero	are_sued_by, testify_against, fight_against	Businessman
hero:billionaire	Hero	are_sued_by, testify_against, fight_against	Billionaire
crime fighter:businessman	Crime Fighter	are_sued_by, testify_against, fight_against	Businessman
crime fighter:billionaire	Crime Fighter	are_sued_by, testify_against, fight_against	Billionaire
crime fighter:villain	Crime Fighter	arrest, interrogate, cross_examine, charge, accuse, defeat, fight_against	Villain
strongman:businessman	Strongman	defeat, fight_against, are_sued_by, are_bought_of_by	Businessman
strongman:billionaire	Strongman	defeat, fight_against, are_sued_by, are_bought_of_by	Billionaire
strongman:villain	Strongman	arrest, interrogate, cross_examine, charge, accuse, defeat, fight_against, testify_against	Villain
strongman:crimeboss	Strongman	arrest, interrogate, cross_examine, charge, accuse, defeat, fight_against, testify_against	Crimeboss
general:scientist	General	are_unimpressed_by, are_unimpressed_with, condescend_to, command, are_disobeyed_by	Scientist
military leader:scientist	Military Leader	are_unimpressed_by, are_unimpressed_with, condescend_to, command, are_disobeyed_by	Scientist
military leader:political leader	Military Leader	are_appointed_by, are_dismissed_by, overthrow, topple, depose, usurp	Political Leader
soldier:scientist	Soldier	are_appointed_by, are_dismissed_by, overthrow, topple, depose, usurp	Scientist
soldier:political leader	Soldier	are_appointed_by, are_dismissed_by, overthrow, topple, depose, usurp	Political Leader
villain:political leader	Villain	assassinate, overthrow, topple, depose, usurp	Political Leader
general:hero	General	are_disobeyed_by, command, are_attacked_by, lose_control_over	Hero
general:crime fighter	General	are_disobeyed_by, command, are_attacked_by, lose_control_over	Crime Fighter
general:strongman	General	are_disobeyed_by, command, are_attacked_by, lose_control_over	Strongman
military leader:hero	Military Leader	are_disobeyed_by, command, are_attacked_by, lose_control_over	Hero
military leader:crime fighter	Military Leader	are_disobeyed_by, command, are_attacked_by, lose_control_over	Crime Fighter
military leader:strongman	Military Leader	are_disobeyed_by, command, are_attacked_by, lose_control_over	Strongman
soldier:hero	Soldier	fight_with, fight_against	Hero
soldier:crime fighter	Soldier	fight_with, fight_against	Crime Fighter
soldier:strongman	Soldier	fight_with, fight_against	Strongman
magician:demon	Magician	are_cursed_by, exorcize, fight_against, cast_out	Demon
magician:devil	Magician	are_cursed_by, exorcize, fight_against, cast_out	Devil
detective:demon	Detective	investigate, probe, arrest, track_down, hunt, pursue, lay_a_trap_for	Demon
detective:devil	Detective	investigate, probe, arrest, track_down, hunt, pursue, lay_a_trap_for	Devil
hero:monk	Hero	are_cursed_by, exorcize, fight_against, are_attacked_by	Monk
hero:advisor	Hero	are_cursed_by, exorcize, fight_against, are_attacked_by	Advisor
superhero:monk	Superhero	are_cursed_by, exorcize, fight_against, are_attacked_by	Monk
superhero:advisor	Superhero	are_cursed_by, exorcize, fight_against, are_attacked_by	Advisor
superhero:villain	Superhero	are_cursed_by, exorcize, fight_against, are_attacked_by	Villain
demon:monk	Demon	are_cursed_by, exorcize, fight_against, are_attacked_by	Monk
demon:advisor	Demon	are_cursed_by, exorcize, fight_against, are_attacked_by	Advisor
demon:villain	Demon	are_cursed_by, exorcize, fight_against, are_attacked_by	Villain
captain:sailor	Captain	command, travel_with, are_disobeyed_by, whip	Sailor
captain:mutineer	Captain	are_disobeyed_by, whip, are_deposed_by	Mutineer
sailor:sailor	Sailor	travel_with, accompany	Sailor
sailor:mutineer	Sailor	are_led_astray_by, lose_faith_in, break_with	Mutineer
tyrant:sailor	Tyrant	oppress, repress, overwork, bully, enslave	Sailor
tyrant:mutineer	Tyrant	suppress, are_overthrown_by, are_resisted_by	Mutineer
sailor:captain	Sailor	navigate_for, disobey, obey, travel_with, are_commanded_by	Captain
sailor:tyrant	Sailor	navigate_for, disobey, obey, travel_with, are_commanded_by	Tyrant
mutineer:captain	Mutineer	stand_up_to, overthrow, disobey, turn_against	Captain
mutineer:sailor	Mutineer	turn_against, betray	Sailor
mutineer:tyrant	Mutineer	stand_up_to, overthrow, are_suppressed_by, betray	Tyrant
